"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 14:10:00";"2";"0";"52";"1,1";"4194304";"276405";"6,59";"0";"1";"50";"0";"0"
"05.11.2015 14:15:00";"2";"0";"52";"1,1";"4194304";"164417";"3,92";"0";"1";"50";"0";"0"
"05.11.2015 14:20:00";"2";"0";"51";"1,07";"4194304";"259627";"6,19";"0";"1";"50";"0";"0"
"05.11.2015 14:25:00";"2";"0";"56";"1,18";"4194304";"175741";"4,19";"0";"2";"50";"0";"0"
"05.11.2015 14:30:00";"2";"0";"58";"1,22";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 14:35:00";"2";"0";"56";"1,18";"4194304";"234462";"5,59";"0";"2";"50";"0";"0"
"05.11.2015 14:40:00";"2";"0";"51";"1,07";"4194304";"276405";"6,59";"0";"1";"50";"0";"0"
"05.11.2015 14:45:00";"2";"0";"51";"1,08";"4194304";"293182";"6,99";"0";"1";"50";"0";"0"
"05.11.2015 14:50:00";"2";"0";"52";"1,08";"4194304";"226073";"5,39";"0";"1";"50";"0";"0"
"05.11.2015 14:55:00";"2";"0";"50";"1,05";"4194304";"167353";"3,99";"0";"1";"50";"0";"0"
"05.11.2015 15:00:00";"2";"0";"51";"1,07";"4194304";"158964";"3,79";"0";"1";"50";"0";"0"
"05.11.2015 15:05:00";"2";"0";"51";"1,08";"4194304";"209296";"4,99";"0";"1";"50";"0";"0"
"05.11.2015 15:10:00";"2";"0";"51";"1,07";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 15:15:00";"2";"0";"51";"1,08";"4194304";"158964";"3,79";"0";"1";"50";"0";"0"
"05.11.2015 15:20:00";"2";"0";"51";"1,07";"4194304";"167353";"3,99";"0";"1";"50";"0";"0"
"05.11.2015 15:25:00";"2";"0";"58";"1,21";"4194304";"245367";"5,85";"0";"2";"50";"0";"0"
"05.11.2015 15:30:00";"2";"0";"53";"1,12";"4194304";"226073";"5,39";"0";"2";"50";"0";"0"
"05.11.2015 15:35:00";"2";"0";"57";"1,2";"4194304";"211812";"5,05";"0";"2";"50";"0";"0"
"05.11.2015 15:40:00";"2";"0";"52";"1,1";"4194304";"273469";"6,52";"0";"2";"50";"0";"0"
"05.11.2015 15:45:00";"2";"0";"52";"1,09";"4194304";"178258";"4,25";"0";"1";"50";"0";"0"
"05.11.2015 15:50:00";"2";"0";"52";"1,1";"4194304";"136315";"3,25";"0";"1";"50";"0";"0"
"05.11.2015 15:55:00";"2";"0";"51";"1,07";"4194304";"197971";"4,72";"0";"1";"50";"0";"0"
"05.11.2015 16:00:00";"2";"0";"53";"1,11";"4194304";"172805";"4,12";"0";"1";"50";"0";"0"
